s.no,Name,Location,Year,KmDriven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,doubleKmDriven
183,Chevrolet Optra Magnum 1.6 LS BS3,Jaipur,2007,237000,Petrol,Manual,First,12.9 kmpl,1598 CC,102.5 bhp,5.0,,1.25,118500
184,Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2012,126000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,,4.2,63000
185,Renault Lodgy 110PS RxZ 8 Seater,Mumbai,2015,50000,Diesel,Manual,First,19.98 kmpl,1461 CC,108.5 bhp,8.0,,6.75,25000
186,Mercedes-Benz E-Class E250 CDI Avantgrade,Bangalore,2014,74764,Diesel,Automatic,First,13.0 kmpl,2143 CC,201.1 bhp,5.0,,32.0,37382
187,Maruti Baleno Alpha,Kochi,2017,99092,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,8.78 Lakh,7.5,49546
188,Hyundai Verna 1.6 SX,Delhi,2012,124000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,,4.6,62000
189,Hyundai i10 Magna 1.1,Kochi,2017,104680,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,,4.04,52340
190,Mahindra Scorpio 1.99 S10 4WD,Kochi,2016,226956,Diesel,Manual,First,15.4 kmpl,1997 CC,120 bhp,7.0,,10.31,113478
191,Land Rover Range Rover 2.2L Dynamic,Coimbatore,2018,144364,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5.0,,55.76,72182
192,Ford Figo Diesel ZXI,Chennai,2010,240000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5.0,,2.6,120000
193,Maruti Ertiga ZDI,Mumbai,2016,66000,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7.0,12.74 Lakh,8.5,33000
194,Honda City 1.5 GXI,Ahmedabad,2007,120012,Petrol,Manual,First,0.0 kmpl,,,,,2.95,60006
195,Honda Amaze S i-Dtech,Kolkata,2014,104000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,3.5,52000
196,Hyundai i10 Magna,Jaipur,2015,174284,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3.55,87142
197,Honda Amaze S i-Dtech,Kolkata,2013,100000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,3.25,50000
198,Skoda Laura Ambiente,Hyderabad,2008,226000,Diesel,Manual,First,17.5 kmpl,1896 CC,106 bhp,5.0,,4.5,113000
199,Renault Duster 85PS Diesel RxL,Delhi,2014,180000,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5.0,,5.35,90000
200,Mahindra NuvoSport N6,Chennai,2017,58000,Diesel,Manual,Second,17.45 kmpl,1493 CC,100 bhp,7.0,10.52 Lakh,6.5,29000
201,Maruti Vitara Brezza ZDi Plus Dual Tone,Mumbai,2016,40000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,11.98 Lakh,9.0,20000
202,Hyundai i20 Asta Option 1.2,Kochi,2016,122024,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,6.0,61012
203,Skoda Fabia 1.4 MPI Ambiente,Jaipur,2009,349836,Petrol,Manual,First,14.7 kmpl,1390 CC,85 bhp,5.0,,2.75,174918
204,Tata Indigo eCS GLX,Pune,2010,141000,Petrol,Manual,First,15.64 kmpl,1193 CC,64.1 bhp,5.0,,1.5,70500
205,Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Delhi,2015,256412,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5.0,,19.9,128206
206,Skoda Octavia Elegance 1.8 TSI AT,Mumbai,2014,152000,Petrol,Automatic,First,14.7 kmpl,1798 CC,177.5 bhp,5.0,,10.0,76000
207,Toyota Etios Liva GD SP,Delhi,2014,208000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.06 bhp,5.0,,3.0,104000
208,Maruti Swift 1.3 VXi,Kolkata,2010,168004,Petrol,Manual,First,16.1 kmpl,,,,,2.11,84002
209,Mercedes-Benz B Class B180,Kochi,2014,148980,Petrol,Automatic,First,14.8 kmpl,1595 CC,120.7 bhp,5.0,,11.96,74490
210,Honda Amaze S Diesel,Kolkata,2013,90000,Diesel,Manual,First,27.4 kmpl,1498 CC,98.6 bhp,5.0,8.54 Lakh,3.25,45000
211,Hyundai Verna 1.6 SX,Jaipur,2012,471348,Diesel,Manual,Second,22.32 kmpl,1582 CC,126.32 bhp,5.0,,4.75,235674
212,Renault Duster 85PS Diesel RxL Optional,Mumbai,2014,60000,Diesel,Manual,First,20.46 kmpl,1461 CC,83.8 bhp,5.0,,5.95,30000
213,Hyundai Creta 1.6 VTVT S,Delhi,2015,108228,Petrol,Manual,Second,15.29 kmpl,1591 CC,121.3 bhp,5.0,,8.15,54114
214,Maruti Wagon R AMT VXI,Mumbai,2016,17000,Petrol,Automatic,First,20.51 kmpl,998 CC,67 bhp,5.0,,4.22,8500
215,Mercedes-Benz New C-Class C250 Avantgarde,Kolkata,2010,61000,Petrol,Automatic,First,11.74 kmpl,1796 CC,186 bhp,5.0,,10.5,30500
216,Audi A8 L 3.0 TDI quattro,Delhi,2012,112000,Diesel,Automatic,First,11.8 kmpl,2967 CC,246.7 bhp,5.0,,45.0,56000
217,Hyundai i10 Magna 1.1,Pune,2012,88000,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,5.0,,2.9,44000
218,Skoda Rapid 1.6 MPI AT Style Black Package,Mumbai,2017,21000,Petrol,Automatic,First,14.3 kmpl,1598 CC,103.52 bhp,5.0,,8.9,10500
219,Skoda Superb Style 1.8 TSI AT,Hyderabad,2017,52000,Petrol,Automatic,First,14.67 kmpl,1798 CC,177.46 bhp,5.0,33.58 Lakh,26.0,26000
220,Hyundai i20 Active 1.2 SX,Coimbatore,2018,50332,Petrol,Manual,First,17.19 kmpl,1197 CC,81.86 bhp,5.0,,8.22,25166
221,Honda Amaze VX i-DTEC,Kolkata,2014,128000,Diesel,Manual,Second,25.8 kmpl,1498 CC,98.6 bhp,5.0,,3.5,64000
222,Maruti Wagon R LXI,Chennai,2004,122000,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5.0,,1.25,61000
223,Mahindra Verito 1.5 D4 BSIV,Hyderabad,2013,214000,Diesel,Manual,First,21.03 kmpl,1461 CC,65 bhp,5.0,9.12 Lakh,3.7,107000
224,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,116644,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5.0,,39.41,58322
225,Maruti Wagon R VXI,Kolkata,2013,64000,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5.0,5.29 Lakh,2.65,32000
226,Nissan Terrano XV Premium 110 PS Anniversary Edition,Coimbatore,2015,184692,Diesel,Manual,Second,19.01 kmpl,1461 CC,108.5 bhp,5.0,,8.92,92346
228,Mini Cooper Convertible S,Kochi,2017,105308,Petrol,Automatic,First,16.82 kmpl,1998 CC,189.08 bhp,4.0,44.28 Lakh,35.67,52654
229,Ford Figo Diesel,Bangalore,2015,140872,Diesel,Manual,First,0.0 kmpl,1498 CC,99 bhp,,,3.6,70436
230,Tata Indica V2 DLS BSII,Jaipur,2007,400000,Diesel,Manual,Second,17.2 kmpl,1396 CC,53.5 bhp,5.0,,0.85,200000
231,Chevrolet Beat LT,Kochi,2016,243252,Petrol,Manual,Second,18.6 kmpl,1199 CC,76.8 bhp,5.0,,3.32,121626
232,Volkswagen Polo Diesel Comfortline 1.2L,Mumbai,2012,90000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,,3.6,45000
233,Maruti Swift ZDi,Hyderabad,2016,128000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,,6.8,64000
234,Ford Figo Diesel EXI,Kolkata,2012,82568,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5.0,,2.5,41284
235,Toyota Innova Crysta 2.8 GX AT,Kochi,2019,56660,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,20.74 Lakh,19.64,28330
236,Hyundai Santa Fe 4x4 AT,Mumbai,2011,134000,Diesel,Automatic,Second,11.72 kmpl,2199 CC,194.3 bhp,7.0,,7.0,67000
237,Honda City i-VTEC V,Kolkata,2011,65144,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,11.74 Lakh,3.87,32572
238,Hyundai i20 1.2 Magna Executive,Kochi,2018,29920,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,6.27,14960
239,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Kochi,2015,111960,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5.0,,18.12,55980
240,Chevrolet Beat Diesel LT,Mumbai,2013,148000,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5.0,,2.65,74000
241,Hyundai i20 Sportz 1.4 CRDi,Kochi,2015,227388,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5.0,,7.2,113694
242,Toyota Innova 2.5 Z Diesel 7 Seater,Coimbatore,2015,242748,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7.0,,14.3,121374
243,Maruti Ertiga VDI,Chennai,2013,104000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7.0,,6.9,52000
244,Toyota Innova 2.5 V Diesel 7-seater,Mumbai,2014,236000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7.0,,10.75,118000
246,Honda City i VTEC V,Kochi,2016,135660,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5.0,,8.09,67830
247,BMW X1 sDrive20d,Ahmedabad,2014,164004,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,5.0,,18.5,82002
248,Hyundai Grand i10 CRDi Era,Mumbai,2017,66000,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,,4.75,33000
249,Maruti Ciaz 1.3 Alpha,Chennai,2016,68000,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,,8.45,34000
250,Skoda Rapid Leisure 1.6 TDI MT,Kolkata,2012,110000,Diesel,Manual,First,20.5 kmpl,1598 CC,103.6 bhp,5.0,,3.5,55000
251,Hyundai Accent CRDi,Kochi,2006,321076,Diesel,Manual,First,13.1 kmpl,1493 CC,82 bhp,5.0,,1.8,160538
252,Volkswagen Polo GT 1.5 TDI,Jaipur,2014,120000,Diesel,Manual,Second,19.91 kmpl,1498 CC,103.6 bhp,5.0,,3.7,60000
253,Honda Jazz 1.2 VX i VTEC,Coimbatore,2017,198300,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5.0,,7.17,99150
254,Hyundai i10 Era,Jaipur,2010,166000,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,,1.75,83000
255,Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Kochi,2018,102692,Diesel,Automatic,First,16.38 kmpl,1995 CC,183 bhp,5.0,,21.99,51346
256,Toyota Innova Crysta 2.4 ZX MT,Pune,2017,86000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7.0,25.52 Lakh,18.65,43000
257,Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,2011,70000,Petrol,Manual,Third,19.7 kmpl,796 CC,35 bhp,5.0,,1.85,35000
258,Maruti Swift VXI BSIV,Coimbatore,2017,55744,Petrol,Manual,Second,20.4 kmpl,1197 CC,81.80 bhp,5.0,,5.95,27872
259,Hyundai Grand i10 Magna,Mumbai,2014,33028,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,,3.75,16514
260,Maruti Swift VDI,Pune,2012,240000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,,3.75,120000
261,Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,573100,Diesel,Manual,First,22.0 kmpl,1582 CC,126.2 bhp,5.0,14.07 Lakh,2.6,286550
263,Hyundai i20 1.2 Sportz,Mumbai,2010,104000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5.0,,2.8,52000
264,Mercedes-Benz GLE 350d,Coimbatore,2017,119276,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,5.0,95.13 Lakh,61.29,59638
265,Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,2014,114000,Diesel,Manual,Second,15.8 kmpl,2148 CC,170 bhp,5.0,,18.0,57000
266,Maruti Ritz ZDi,Hyderabad,2014,177000,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5.0,,4.35,88500
267,Hyundai Creta 1.6 CRDi SX,Bangalore,2016,56000,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,,13.75,28000
268,Maruti A-Star Vxi,Pune,2010,134000,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,5.0,,2.0,67000
269,Renault Duster 110PS Diesel RXZ Option,Delhi,2016,52000,Diesel,Manual,First,19.64 kmpl,1461 CC,108.45 bhp,5.0,,10.0,26000
270,Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,2010,240000,Diesel,Manual,First,17.8 kmpl,1248 CC,76 bhp,5.0,,1.65,120000
271,BMW X3 xDrive30d M Sport,Coimbatore,2017,103964,Diesel,Automatic,First,16.55 kmpl,2993 CC,258 bhp,5.0,,45.77,51982
272,Hyundai i10 Sportz,Bangalore,2010,72000,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3.25,36000
273,Toyota Innova 2.5 G4 Diesel 7-seater,Pune,2016,94000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7.0,,12.8,47000
274,Maruti Zen VXI BSII,Mumbai,2002,120000,Petrol,Manual,Third,17.3 kmpl,993 CC,60 bhp,5.0,,0.55,60000
275,Maruti Swift VDI,Hyderabad,2018,124100,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5.0,,7.15,62050
276,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,2013,210000,Diesel,Manual,Second,12.05 kmpl,2179 CC,120 bhp,8.0,,7.0,105000
277,Tata Zest Quadrajet 1.3 75PS XE,Pune,2017,243800,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,5.0,8.34 Lakh,3.75,121900
278,Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,2017,90780,Petrol,Manual,First,18.88 kmpl,999 CC,123.24 bhp,5.0,,8.5,45390
279,Maruti Swift Dzire ZDI,Jaipur,2012,146000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5.0,,4.35,73000
280,Maruti Alto 800 LXI,Kochi,2016,128908,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5.0,,3.26,64454
281,Honda City 1.5 S MT,Jaipur,2011,110000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,4.21,55000
282,Audi Q7 3.0 TDI Quattro Technology,Kochi,2018,45148,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7.0,,70.36,22574
283,Skoda Laura 1.9 TDI AT Ambiente,Mumbai,2009,96000,Diesel,Automatic,Second,17.0 kmpl,1896 CC,105 bhp,5.0,,2.95,48000
284,Hyundai Verna 1.6 SX VTVT (O),Kochi,2012,108616,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5.0,,4.28,54308
285,Honda City 1.5 V AT,Jaipur,2009,156884,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5.0,,3.57,78442
286,Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,2013,92000,Diesel,Manual,First,21.9 kmpl,1396 CC,88.8 bhp,5.0,,3.11,46000
287,Hyundai i20 Sportz AT 1.4,Coimbatore,2014,180204,Petrol,Automatic,First,15.0 kmpl,1396 CC,98.6 bhp,5.0,,5.96,90102
288,Volkswagen Vento Diesel Highline,Hyderabad,2011,138000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,,4.7,69000
289,Honda City i VTEC VX,Ahmedabad,2014,98000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,,6.9,49000
290,Tata Zest Quadrajet 1.3 75PS XE,Pune,2018,90000,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,5.0,8.34 Lakh,5.25,45000
291,BMW 5 Series 2003-2012 520d,Pune,2015,128000,Diesel,Automatic,First,18.48 kmpl,1995 CC,177 bhp,5.0,,28.0,64000
292,Maruti Wagon R LXI Minor,Delhi,2009,120000,Petrol,Manual,First,18.9 kmpl,1061 CC,67 bhp,5.0,,1.35,60000
293,Honda Jazz VX,Delhi,2015,124356,Petrol,Manual,First,18.2 kmpl,1199 CC,88.7 bhp,5.0,8.85 Lakh,4.85,62178
294,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,2012,116012,Diesel,Manual,First,15.0 kmpl,1896 CC,105 bhp,5.0,,6.7,58006
295,Hyundai i10 Magna 1.2,Hyderabad,2010,148000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3.1,74000
296,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2015,311084,Diesel,Automatic,First,19.27 kmpl,2143 CC,170 bhp,5.0,,18.64,155542
297,Hyundai i10 Magna 1.2 iTech SE,Pune,2012,181100,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,2.8,90550
298,Toyota Innova Crysta 2.4 ZX MT,Chennai,2016,96000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7.0,25.4 Lakh,20.25,48000
299,Audi A6 2011-2015 2.0 TDI Technology,Kochi,2015,63304,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,26.78,31652
300,Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2010,218000,Diesel,Manual,Second,12.99 kmpl,2494 CC,100.6 bhp,7.0,,8.26,109000
301,Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2015,63956,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,,3.89,31978
302,Maruti Alto K10 LXI,Hyderabad,2011,140000,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5.0,,2.1,70000
303,Honda City i-VTEC CVT ZX,Mumbai,2017,30000,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,16.67 Lakh,12.69,15000
304,Tata Indigo LX,Coimbatore,2013,118276,Diesel,Manual,First,17.0 kmpl,1405 CC,70 bhp,5.0,,2.58,59138
305,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,123452,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,20.77,61726
306,Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,2015,96000,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5.0,,20.26,48000
309,Maruti Celerio VXI AT,Hyderabad,2014,311260,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,4.25,155630
310,Mercedes-Benz GLE 250d,Hyderabad,2017,58000,Diesel,Automatic,First,17.9 kmpl,2143 CC,201.15 bhp,5.0,79.43 Lakh,57.0,29000
311,Land Rover Range Rover HSE Dynamic,Delhi,2017,88000,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5.0,,44.0,44000
312,Volkswagen Vento Diesel Trendline,Hyderabad,2011,217252,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,,3.65,108626
313,Maruti Omni 8 Seater BSIV,Hyderabad,2012,287164,Petrol,Manual,First,14.0 kmpl,796 CC,35 bhp,5.0,,2.05,143582
314,Honda Brio 1.2 VX MT,Kochi,2012,367724,Petrol,Manual,First,18.5 kmpl,1198 CC,86.8 bhp,5.0,6.62 Lakh,3.13,183862
315,Tata Sumo Delux,Hyderabad,2000,316000,Diesel,Manual,Second,14.07 kmpl,2956 CC,83.1 bhp,7.0,,1.5,158000
316,Tata Indica Vista Aura 1.3 Quadrajet,Pune,2012,364732,Diesel,Manual,First,18.0 kmpl,1248 CC,75 bhp,5.0,,2.85,182366
317,Maruti Wagon R LXI BS IV,Delhi,2012,130000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,,2.65,65000
318,Mahindra XUV500 W8 4WD,Hyderabad,2015,176856,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,,10.6,88428
319,Tata Indigo LS Dicor,Pune,2008,276000,Diesel,Manual,Second,17.1 kmpl,1396 CC,70 bhp,5.0,,1.25,138000
320,Maruti Ertiga Paseo VXI,Mumbai,2018,36000,Petrol,Manual,First,16.02 kmpl,1373 CC,93.7 bhp,7.0,,8.25,18000
321,Honda Accord 2.4 A/T,Mumbai,2011,120000,Petrol,Automatic,First,11.7 kmpl,2354 CC,177.6 bhp,5.0,,4.45,60000
322,Maruti Swift Dzire VDi,Kolkata,2012,96000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5.0,,3.7,48000
323,Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2009,320000,Diesel,Manual,First,17.8 kmpl,1399 CC,68 bhp,5.0,,2.8,160000
324,Honda City ZX GXi,Kolkata,2008,80000,Petrol,Manual,First,17.7 kmpl,1497 CC,78 bhp,5.0,,1.8,40000
325,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,205980,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,21.95,102990
326,BMW 6 Series 640d Gran Coupe,Mumbai,2011,60000,Diesel,Automatic,First,9.52 kmpl,2993 CC,313 bhp,4.0,,49.0,30000
327,Audi Q7 45 TDI Quattro Technology,Coimbatore,2017,194860,Diesel,Automatic,First,14.75 kmpl,2967 CC,245 bhp,7.0,1.04 Cr,62.67,97430
329,Hyundai i20 1.4 CRDi Asta,Pune,2012,166000,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5.0,,5.5,83000
330,Hyundai i10 Sportz AT,Bangalore,2009,74000,Petrol,Automatic,Third,16.95 kmpl,1197 CC,78.9 bhp,5.0,,2.95,37000
331,Honda Jazz 1.2 V CVT i VTEC,Kochi,2016,114012,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,5.0,,6.86,57006
332,Maruti Swift VDI BSIV,Hyderabad,2015,152992,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,,6.15,76496
333,Hyundai i20 Asta 1.2,Pune,2011,158304,Petrol,Manual,Second,18.5 kmpl,1197 CC,82.85 bhp,5.0,,3.3,79152
334,Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2011,64000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,,2.55,32000
335,Maruti Alto LXi,Ahmedabad,2009,70000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,1.5,35000
336,Toyota Corolla H4,Chennai,2004,210000,Petrol,Automatic,Second,11.3 kmpl,1794 CC,125 bhp,5.0,,2.5,105000
337,Maruti Alto LXi,Chennai,2006,112000,Petrol,Manual,Second,19.7 kmpl,796 CC,46.3 bhp,5.0,,1.4,56000
338,Tata Manza ELAN Quadrajet BS IV,Pune,2012,146000,Diesel,Manual,First,21.12 kmpl,1248 CC,88.8 bhp,5.0,,3.4,73000
339,Maruti Alto LXi,Pune,2012,76000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,2.25,38000
340,Skoda Octavia Ambition Plus 2.0 TDI AT,Kolkata,2013,1550000,Diesel,Automatic,First,19.3 kmpl,1968 CC,141 bhp,5.0,,7.5,775000
341,Toyota Corolla H4,Kolkata,2008,160000,Petrol,Automatic,First,11.3 kmpl,1794 CC,125 bhp,5.0,,2.8,80000
342,Hyundai i20 Asta Option 1.2,Coimbatore,2016,99892,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,7.66,49946
343,Maruti Vitara Brezza LDi,Chennai,2016,90000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,9.12 Lakh,7.15,45000
344,Honda City 1.5 V MT,Delhi,2010,174860,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,3.5,87430
345,Tata Indica Vista Aqua 1.3 Quadrajet,Hyderabad,2014,267888,Diesel,Manual,Second,18.0 kmpl,1248 CC,75 bhp,5.0,,3.5,133944
346,Honda Amaze S i-Dtech,Kolkata,2013,114000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,3.45,57000
347,Hyundai EON D Lite Plus,Coimbatore,2016,55808,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,3.55,27904
348,BMW 3 Series Luxury Line,Kochi,2015,122868,Diesel,Automatic,Second,21.76 kmpl,1995 CC,190 bhp,5.0,58.67 Lakh,25.99,61434
349,Hyundai Verna 1.6 SX,Bangalore,2012,160000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,,5.25,80000
350,Tata Manza Club Class Quadrajet90 LS,Ahmedabad,2013,94608,Diesel,Manual,First,21.02 kmpl,1248 CC,88.8 bhp,5.0,,2.9,47304
351,Skoda Octavia RS,Jaipur,2005,200000,Petrol,Automatic,First,14.45 kmpl,1984 CC,227 bhp,5.0,28.37 Lakh,2.05,100000
352,Maruti Alto K10 VXI,Pune,2017,60000,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5.0,4.48 Lakh,3.75,30000
353,Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2014,136000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,6.75,68000
354,Chevrolet Spark 1.0 LS,Kolkata,2011,42000,Petrol,Manual,Second,18.0 kmpl,995 CC,62 bhp,5.0,,0.95,21000
355,Jaguar XF 2.0 Diesel Portfolio,Hyderabad,2017,42000,Diesel,Automatic,First,19.33 kmpl,1999 CC,177 bhp,5.0,72.64 Lakh,52.0,21000
356,Honda CR-V RVi MT,Jaipur,2007,238000,Petrol,Manual,Third,13.1 kmpl,1997 CC,141.1 bhp,5.0,,3.91,119000
357,Skoda Superb L&K 1.8 TSI AT,Kochi,2019,54988,Petrol,Automatic,First,14.67 kmpl,1798 CC,177.46 bhp,5.0,36.15 Lakh,27.3,27494
358,Hyundai i10 Magna 1.2,Chennai,2009,1240000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,2.7,620000
359,Maruti Swift LDI,Delhi,2013,140000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,,3.5,70000
360,Maruti Swift Dzire VXi AT,Mumbai,2016,36000,Petrol,Automatic,First,18.5 kmpl,1197 CC,83.14 bhp,5.0,,6.2,18000
361,Nissan Micra Diesel XV,Chennai,2011,166000,Diesel,Manual,First,23.08 kmpl,1461 CC,63.1 bhp,5.0,,2.75,83000
362,Maruti Swift Dzire Tour LDI,Mumbai,2015,260000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5.0,,3.25,130000
363,Ford Fiesta Classic 1.4 Duratorq CLXI,Pune,2012,126800,Diesel,Manual,First,17.8 kmpl,1399 CC,67 bhp,5.0,,3.25,63400
364,Maruti Zen LX,Kolkata,2003,130000,Petrol,Manual,First,17.3 kmpl,993 CC,60 bhp,5.0,,0.65,65000
365,Mini Clubman Cooper S,Pune,2017,16700,Petrol,Manual,First,13.8 kmpl,1998 CC,192 bhp,5.0,44.59 Lakh,35.0,8350
